name,status,description,start_date,end_date,requirements,funding,contact,url
INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING 2020,NA,"The project is an information system for management and monitoring of EU funds in Bulgaria 2020. It aims to provide a platform for managing and monitoring the funds allocated to Bulgaria from the European Union. The system includes features such as grant procedures, file preview, e-procurement, and feedback. The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- This project aims to provide investments for the improvement of public infrastructure in cities and villages.
- The project aims to improve the physical environment in sites and facilities for education, social care, science, culture, water supply, sewerage, energy supply, telecommunications, transport, public works, physical culture, sports, and recreation.
- The application deadline is October 31, 2023 at 16:30.
- The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/e1c685bd-3c8a-4a63-bf82-0b0724d91708
"LAG Slivnitsa - Dragoman Measure 7.5 Investments for public use in recreational infrastructure, tourism infrastructure.",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/a2480326-a313-4f0a-b31e-bc9354fa8849
"The name of the project is ""LAG municipalities Elena and Zlataritsa sub-measures 4.2. Investment in processing/marketing of agricultural products.""",NA,"This page provides information about the open call for sub-measure 4.2. ""Investment in processing / marketing of agricultural products"" in LAG municipalities Elena and Zlataritsa. The sub-measure aims to improve the activity, efficiency, and competitiveness of enterprises in the food processing industry. The application deadline is November 7, 2023. Additional information about the deadline is provided. Users can find more details and submit their applications through the system's login or by creating a new profile. The page also includes links to the procedural documents, procedure clarifications, and evaluation tables related to the open call.",NA,NA,"The requirements for the project are as follows:

1. Improve the overall activity, economic efficiency, and competitiveness of enterprises in the food processing industry.
2. Better use of production factors.
3. Introduce new products, processes, and technologies, including short supply chains.
4. Improve the quality and safety of food and its traceability.
5. Achieve compliance with European Union (EU) standards.
6. Improve the protection of the environment.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/59466e9d-4900-4cdb-bd4f-f395544fed95
LAG - Elhovo - Bolyarovo: Measure 4.1. SUPPORT FOR INVESTMENTS IN AGRICULTURAL HOLDINGS from Strategy for Community-Led Local Development,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The project is open to applicants who are registered users of the system.
- The project is for LAG - Elhovo - Bolyarovo and falls under Measure 4.1. SUPPORT FOR INVESTMENTS IN AGRICULTURAL HOLDINGS from the Strategy for Community-Led Local Development.
- The objective of the project is to improve the efficiency of agricultural holdings in competitive branches and develop high added value agriculture.
- The application time limits are from 07.08.2023 08:00 to 11.09.2023 17:00.
- Additional application time limits are provided for future rounds if there are remaining funds after the fourth round.
- The documents required for the application can be found on the internet address provided.
- The project is part of the Information System for Management and Monitoring 2020.
- The project is part of the electronic reporting of beneficiaries via UMIS 2020.
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.
- The system provides access to information about the implementation and progress of operational programs with UMIS 2020.
- Normative documents for the period 2014-2020 are available in the system.
- The system provides links to the European Commission portal and EUMIS 2007-2013.
- The system includes a glossary of terms and abbreviations.
- The system provides a guide to working with the system.
- The system has an accessibility policy on the site.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/a2001b69-c053-4edc-982c-fa914aea0887
Selection of Project Proposals for inter-territorial and transnational cooperation under sub-measure 19.3 'Preparation and implementation of cooperative activities of Local Action Groups' of measure 19 'Community Led Local Development' from the Rural Development Programme 2014 - 2020.,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Start: 22.06.2022 17:00
- Deadline: 31.08.2022 17:00
- Start: 01.09.2022 00:00
- Deadline: 31.10.2022 17:00
- Start: 31.10.2022 17:15
- Deadline: 31.12.2022 17:00
- Start: 01.01.2023 13:01
- Deadline: 28.02.2023 17:00
- Start: 01.03.2023 08:00
- Deadline: 30.04.2023 17:00
- Start: 01.05.2023 12:00
- Deadline: 30.06.2023 17:00
- Start: 01.07.2023 00:01
- Deadline: 31.08.2023 17:00
- Start: 01.09.2023 08:30
- Deadline: 31.10.2023 17:00",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/2d0b12a2-9969-4a20-b980-d191ce1e7cab
"The project name is ""LAG Dryanovo-Tryavna, Measure 4.1 Support for investments in agricultural holdings 2020.""",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Application time limits: Start: 01.07.2023 00:00, Deadline: 31.10.2023 17:00
- Restructuring and development of available material capacities in farms
- Promotion of the introduction of new technologies in production and modernization of physical capital
- Preservation of environmental components
- Compliance with European Union (EU) standards and improvement of farm conditions
- Promotion of cooperation between farmers
- Increase the share of agriculture in the economy in the territory of the LAG
- Increase employment in the agriculture sector.",NA,NA,https://eumis2020.government.bg//en/s/Procedure/Info/61c00132-da50-4c18-9b1b-e478ff0f7113
"LAG Dryanovo - Tyavna - Measure 4.2. ""Investment in processing/marketing of agricultural products""",NA,The project is funded by The technical assistance fund.,NA,NA,"- The project is seeking proposals for Measure 4.2. ""Investment in processing/marketing of agricultural products"" in the LAG Dryanovo - Tyavna area.
- The project aims to modernize the physical assets of businesses and farmers processing agricultural products to produce new and quality products.
- The investment support will focus on more efficient use of resources and meeting EU standards to increase the level of value added to agricultural products.
- The modernization of assets should lead to the introduction of new and energy-saving technologies and innovations.
- The application deadline is 31.10.2023 17:00.
- Applicants must submit various documents, including announcement, conditions for application, application appendices, execution conditions, and evaluation tables.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/a395a0fb-0347-4ab5-b598-ed9e7d989cc9
"The project is called ""LAG Dryanovo - Tryavna - in the heart of the Balkan - Measure 6.4.1. Investments in support of non-agricultural activities.""",NA,"The project is a management and monitoring system for EU funds in Bulgaria for the 2020 period. It aims to support non-agricultural activities and encourage investment, employment creation, and diversification. The project also focuses on the development of green economy technologies and the promotion of tourism combining natural and cultural values. The application deadline for this specific project is 31.10.2023. The system allows users to login, create profiles, and access procedural documents and application information.",NA,NA,"- Encouraging investment activities for employment creation and diversification of non-agricultural activities
- Supporting the development of green economy technologies, including renewable energy for own consumption
- The financial support will help to harness the potential for tourism development combining natural and cultural values",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/a8deb8b2-a980-4738-8193-0518151da77c
"The project name is ""LAG 'Avren-Beloslav', Measure 19.2/6.4 'SUPPORT FOR INVESTMENT IN ESTABLISHMENT AND DEVELOPMENT OF NON-AGRICULTURAL ACTIVITIES'""",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"The requirements of the project are as follows:

1. The purpose of the procedure is to contribute to the main goal of the LAG Avren-Beloslav Strategy: Sustainable development of the local economy based on its own potential and territorial identity, promotion of innovation activity, stimulation of growth and employment, good quality of life.

2. The application time limits are as follows:
   - Start: 15.08.2022 00:00
   - Deadline: 15.11.2022 17:00
   - Additional information: There will be a second application period starting on 01.03.2023 and ending on 31.05.2023, and a third application period starting on 01.08.2023 and ending on 31.10.2023, depending on the availability of remaining financial resources.

3. The project requires electronic reporting of beneficiaries via UMIS 2020.

4. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/291ec7f6-f024-43b6-8df8-eec734c1d7dd
MIG LUKOVIT - NOVEL,NA,"The project is aimed at strengthening sustainable forest management in Bulgaria through various activities such as improving logging practices, enhancing the quality and quantity of wood, supporting the modernization of equipment, and promoting job creation in forestry enterprises. The application time limits for this project are from August 22, 2022, to October 31, 2022. Additionally, there may be a second application period from December 15, 2022, to February 15, 2023, if there are remaining funds. The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"1. The measure aims to strengthen sustainable forest management.
2. Improvement of logging for regeneration, conservation, and enhancement of forests.
3. Improving the quality and quantity of wood through silvicultural activities.
4. Supporting the modernization of specialized equipment for silvicultural activities.
5. Improving competitiveness and job creation in forestry enterprises.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/60fd7d36-5d38-4653-8631-52b29f5907c8
Lukovit-Roman LAG: measure 19-4.2,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"The requirements of the project are as follows:

1. Improving the overall performance, economic efficiency and competitiveness of food processing enterprises through investment in the modernization of physical assets.
2. Encouraging cooperation between farmers and promoting the processing of their own products.
3. Bringing food processing plants in line with Community standards and promoting environmental protection.
4. The application must be submitted within the specified time limits.
5. The budget for the application is 99,919.57 BGN.
6. The project should aim to produce new and quality products, including those related to short supply chains, efficient use of resources, introduction of new and energy-saving technologies, and innovations.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/1d632826-0e94-4f9d-b81f-92598f245eb2
"The project name is ""LAG-STRALDZA 2016 measure 4.1. 'Investments in agricultural holdings'"".",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"The requirements of the project are as follows:
1. Start: 17.07.2023 17:00
2. Deadline: 11.09.2023 17:00
3. Procedural documents
4. Procedure clarifications
5. Application time limits
6. Documents for information and application
7. Evaluation tables
8. Evaluation of administrative compliance and eligibility
9. Technical and financial evaluation",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/f37ad761-6d03-461d-9bc6-77e5e7c1a7b5
"LAG municipalities Elena and Zlataritsa sub-measures 4.1. ""Investments in agricultural holdings""",NA,"The project aims to increase the competitiveness of agriculture in the municipalities of Elena and Zlataritsa in Bulgaria. It includes restructuring and development of farm facilities, promoting the use of innovative technologies, conservation of environmental components, compliance with EU standards, and promoting cooperation between farmers. The application deadline is 17.10.2023. The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Restructuring and development of available farm facilities
- Promoting the introduction of innovative technologies on the farm, modernizing physical capital, and increasing energy efficiency
- Conservation of environmental components
- Compliance with European Union (EU) standards and improvement of the conditions on the agricultural holdings, orientation towards organic production
- Promoting cooperation and cooperation between farmers
- Modernizing farms, including restructuring and modernization of farms in sensitive sectors with difficult access to the market and organic production
- Modernizing physical capital, intangible assets related to the organization and management of farms, new and energy-saving technologies, improved pre-production, and storage",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/a77a26b3-6424-4f2e-8689-8f6b477f8d1f
Development and Popularization of Territorial Identity,NA,"The project is aimed at the development and promotion of territorial identity based on natural resources, cultural heritage, and territorial rural identity of customs, traditions, and folklore. It encourages the establishment of local partnerships for joint projects in the municipality of Razlog. The application deadline is 15.12.2023 17:00. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The project is aimed at the development and promotion of territorial identity based on natural resources, cultural heritage, and territorial rural identity.
- The measure will encourage the establishment of local partnerships for joint projects in the municipality of Razlog.
- The application time limits are from 04.09.2023 10:00 to 15.12.2023 17:00.
- There may be a third application period from February 2024 to March 2024 if there are remaining financial resources.
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/2e9f03d0-49c4-41f6-af54-6cc0486e3391
"LAG Popovo Submesure 4.1. ""Support for investment in agricultural holdings""",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Start: 27.03.2023 00:00
- Deadline: 30.06.2023 17:00
- Start: 17.08.2023 00:00
- Deadline: 15.11.2023 17:00",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/35e9312f-12f0-4b7b-ba8c-9bb4e4d4331e
"""LAG-Berkovitsa and Godech"" - measure 19.2-7.6 ""Preservation and inclusion in the local cultural, historical and natural heritage - Forward to the heritage - the heritage unites us""",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Encouraging the involvement of the local population in joint initiatives for the study and conservation of heritage and natural resources and intensifying the links between different groups of the territory
- Discovering the richness of the local cultural, historical and natural heritage and raising public interest in its conservation
- Improving the quality of life of the local population by adding value to the environment, the landscape, and diversifying leisure.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/6565ab2d-45d9-46fb-9a09-8c9e0bc3b5ee
"The project is called ""LAG Lukovit-Roman: measure 19-6.4 Investments in support of non-agricultural activities"".",NA,The project is funded by The technical assistance fund.,NA,NA,"- Encouraging growth and diversification into non-agricultural activities in micro-enterprises
- Encouraging entrepreneurship to create new jobs and increase the income of the population
- Encouraging the development of integrated tourism combining natural and cultural values",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/671f6796-d02a-4405-b77c-1d42edac33b0
"The name of the project is ""LAG - Berkovitsa & Godech - measure 19.2-4.1 Investments in agricultural holdings"".",NA,"The project is for the management and monitoring of EU funds in Bulgaria for the period 2014-2020. It aims to improve the agricultural holdings in the LAG - Berkovitsa & Godech area through investments in modernization, technology, and environmental protection. The project provides financial assistance for tangible and intangible assets that enhance the overall activity and competitiveness of agricultural holdings, introduce new technologies, and improve environmental protection. The application time limits are from April 3, 2023, to May 31, 2023, and from July 31, 2023, to October 1, 2023. The documents required for information and application can be found on the website. The project is funded by the technical assistance fund of the EEA and the Norwegian financial mechanism.",NA,NA,"- Small and medium-sized agricultural holdings on the territory of the LAG to diversify their agricultural production and improve its quality by modernizing production conditions and introducing new processes and technologies for production, storage and transport.
- Increase the share of organic farming.
- Preservation of environmental components.
- Reaching / observing European Union (EU) standards and / or improving the conditions in farms.
- Financial assistance is directed at investments in tangible and intangible assets that improve the overall activity and competitiveness of agricultural holdings, are related to the introduction of new technologies in the production and modernization of physical capital, improve environmental protection, and contribute to complying with Community standards and improving the conditions in farms.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/6ba0204b-e044-4b3c-84e2-ea78a0708d85
"""LAG - Berkovitsa & Godech"" - measure 19.2-4.2 ""Investments in processing/marketing of agricultural products""",NA,"The project is aimed at improving the overall activity, economic efficiency, and competitiveness of enterprises in the food processing industry in the Berkovitsa & Godech region. It focuses on better use of production factors, introduction of new products and technologies, improving food quality and safety, and achieving compliance with EU standards. The application deadline for the project is 30.06.2023.",NA,NA,"1. The project proposal must be submitted through the online system.

2. The deadline for submitting the project proposal is 30.06.2023 at 17:00.

3. The project should aim to improve the overall activity, economic efficiency, and competitiveness of enterprises in the food processing industry within the LAG territory.

4. The project should focus on better utilization of production factors, introduction of new products, processes, and technologies, improving the quality and safety of food, and achieving compliance with EU standards.

5. There are three application periods, with the second period starting on 01.09.2023 and ending on 31.10.2023.

6. The project must comply with the conditions for execution and meet the requirements specified in the application documents.

7. The project will be evaluated based on administrative compliance, eligibility, technical aspects, and financial aspects.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/c97f7fd6-ab8d-46a0-9416-a04b0d7aab72
"The name of the project is ""LAG Belene-Nikopol, Measure 6.4 'Investment support for non-agricultural activities'"".",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"The requirements of the project are as follows:

- The measure aims to diversify the business activity and create new employment opportunities outside of agriculture, focusing on services, crafts, and tourism.
- The investment should support the development of ""green economy"" technologies, including renewable energy for own consumption.
- The project proposals must be submitted within the specified deadlines: the first deadline is July 12, 2023, 23:59, and the second deadline is October 23, 2023, 16:30.
- The project must comply with the evaluation criteria, including administrative compliance, eligibility, technical, and financial evaluation.
- The project is part of the EU Funds in Bulgaria and is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/bf1b6d5e-f6a0-49ec-9ea9-18f5cc31e0d0
"LAG Popovo Submesure 4.2 ""Investment in processing / marketing of agricultural products""",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Investment support for the modernization of physical assets in the processing industry, forestry, logging, and primary processing of wood
- Creation of added value for agricultural products
- Provision of employment in the territory
- Application deadline: 29.09.2023 17:00
- Additional application period: starting from 20.11.2023, with the same application and implementation conditions as the current procedure
- Budget for the second application period in 2023: remaining funds after the completion of the first application period
- Required documents for information and application: Announcement for admission, Conditions for application, Supplementary information to the conditions for application, Application forms, Execution conditions
- Evaluation tables for administrative compliance, eligibility, technical evaluation, and financial evaluation.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/de830980-d5a2-49cf-b855-d44d8fef0998
"Devnya-Aksakovo LAG - Measure 4.2 ""Investments in processing / marketing of agricultural products""",NA,"The project is focused on modernizing farms and promoting the development of local products in the Devnya-Aksakovo region. It aims to improve the overall activity, economic efficiency, and competitiveness of enterprises in the food processing industry. The application deadline for project proposals is 17.09.2023 at 17:00. Additional deadlines will be announced if there is remaining financial resources. The project is funded by the technical assistance fund of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The measure aims to modernize farms and promote the development of local products in the Devnya-Aksakovo area.
- The application deadline is September 17, 2023.
- There are multiple deadlines for submitting project proposals, with the first one starting on August 14, 2023.
- The project is funded by the technical assistance fund and the financial mechanisms of the EEA and the Norwegian financial mechanism.
- More information and application documents can be found on the internet address: https://www.migda.org.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/7b53fa5a-fd31-4b0c-b7d9-7194cacafc91
